Pcode,Locality,Town $
2539,Dolphin Point,49992
7190,Dolphin Sands,49992
2530,Dombarton,49992
4357,Domville,49992
7310,Don,49992
3139,Don Valley,49992
3480,Donald,49992
2350,Donald Creek,49992
3108,Doncaster,49992
3109,Doncaster East,49992
3109,Doncaster Heights,49992
2440,Dondingalong,49992
6525,Dongara,49992
6315,Dongolocking,49992
6258,Donnelly River,49992
2447,Donnellyville,49992
4510,Donnybrook,49992
6239,Donnybrook,49992
3064,Donnybrook,49992
5291,Donovans,35097
3111,Donvale,35097
3478,Dooboobetic,35097
6383,Doodenanning,35097
6411,Doodlakine,35097
3401,Dooen,35097
3646,Dookie,35097
3647,Dookie College,35097
4077,Doolandella,35097
4660,Doolbi,38578
4830,Doomadgee,38578
2484,Doon Doon,33026
4562,Doonan,33026
2473,Doonbah,33026
4620,Doongul,33026
2767,Doonside,33026
2259,Dooralong,33026
2264,Dora Creek,33026
3754,Doreen,33026
3312,Dorodong,33026
6701,Dorre Island,33026
2453,Dorrigo,33026
2453,Dorrigo Mountain,33026
2480,Dorroughby,33026
5157,Dorset Vale,29160
4820,Dotswood,29160
1360,Double Bay,29160
2028,Double Bay,29160
3893,Double Bridges,29160
6018,Doubleview,29160
2470,Doubtful Creek,29160
4671,Doughboy,29160
4354,Douglas,39316
3409,Douglas,39316
4814,Douglas,39316
2569,Douglas Park,39316
5601,Douglas Point,39316
5601,Douglas Point South,39316
7215,Douglas River,39316
7215,Douglas-Apsley,39316
822,Douglas-Daly,39316
7117,Dover,39316
5048,Dover Gardens,39316
2030,Dover Heights,39316
3177,Doveton,39316
6461,Dowerin,39316
5571,Dowlingville,34407
2602,Downer,49983
7320,Downlands,49983
4570,Downsfield,49983
2650,Downside,49983
4754,Dows Creek,49983
7010,Dowsing Point,49983
2262,Doyalson,49983
2262,Doyalson North,49983
2330,Doyles Creek,49983
2446,Doyles River,49983
2469,Drake,49983
2469,Drake Village,49983
4520,Draper,49983
4350,Drayton,49983
4350,Drayton North,49983
3249,Dreeite,49983
3249,Dreeite South,49983
4116,Drewvale,49983
3840,Driffield,49983
3304,Drik Drik,49983
2386,Drildool,49983
4424,Drillham,49983
4424,Drillham South,49983
4671,Drinan,49983
2820,Dripstone,49983
830,Driver,42451
3936,Dromana,42451
6330,Drome,42451
4718,Dromedary,42451
7030,Dromedary,42451
3660,Dropmore,42451
3818,Drouin,42451
3818,Drouin East,42451
3818,Drouin South,42451
3818,Drouin West,42451
3636,Drumanure,42451
3304,Drumborg,42451
3215,Drumcondra,42451
3570,Drummartin,42451
3461,Drummond,42451
6532,Drummond Cove,42451
3446,Drummond North,42451
4724,Drummondslope,42451
1470,Drummoyne,42451
2047,Drummoyne,42451
3401,Drung,42451
5094,Dry Creek,42451
2337,Dry Creek,42451
3461,Dry Diggings,42451
2630,Dry Plain,42451
6311,Dryandra,42451
3222,Drysdale,42451
6740,Drysdale River,42451
4712,Duaringa,42451
2830,Dubbo,37118
2830,Dubbo Dc,34731
2830,Dubbo East,34731
2830,Dubbo Grove,34731
2830,Dubbo West,34731
5501,Dublin,34731
3409,Duchembegarra,34731
4825,Duchess,34731
2469,Duck Creek,34731
5607,Duck Ponds,34731
2321,Duckenfield,34731
4650,Duckinwilla,34731
4405,Ducklo,34731
2787,Duckmaloi,34731
6519,Dudawa,34731
6363,Dudinin,34731
2290,Dudley,34731
5222,Dudley East,34731
6210,Dudley Park,34731
5008,Dudley Park,34731
5222,Dudley West,34731
2611,Duffy,50151
2084,Duffys Forest,50151
4310,Dugandan,50151
4671,Duingal,50151
6475,Dukin,50151
4425,Dulacca,50151
6383,Dulbelling,50151
7025,Dulcot,50151
2484,Dulguigan,50151
4560,Dulong,50151
4702,Dululu,50151
5065,Dulwich,50151
2203,Dulwich Hill,50151
6425,Dulyalbin,50151
2484,Dum Dum,50151
2350,Dumaresq,50151
2430,Dumaresq Island,50151
2372,Dumaresq Valley,50151
3956,Dumbalk,50151
3956,Dumbalk North,50151
6566,Dumbarton,50151
6312,Dumberning,50151
4740,Dumbleton,50151
6350,Dumbleyung,50151
2460,Dumbudgery,30411
4715,Dumgree,30411
3527,Dumosa,30411
4702,Dumpy Creek,30411
3371,Dunach,30411
7177,Dunalley,30411
2484,Dunbible,30411
2443,Dunbogan,30411
5223,Duncan,30411
2340,Duncans Creek,30411
6023,Duncraig,30411
4625,Dundarrah,30411
4306,Dundas,30411
6443,Dundas,30411
2117,Dundas,30411
2117,Dundas Valley,46385
4650,Dundathu,46385
2370,Dundee,46385
840,Dundee Beach,46385
840,Dundee Downs,46385
840,Dundee Forest,46385
3271,Dundonnell,46385
4655,Dundowran,46385
4655,Dundowran Beach,46385
4740,Dundula,46385
2453,Dundurrabin,46385
3175,Dunearn,46385
2844,Dunedoo,46385
2480,Dungarubba,46385
2484,Dungay,46385
2849,Dungeree,46385
2420,Dungog,46385
2340,Dungowan,36672
4852,Dunk,36672
2795,Dunkeld,36672
3294,Dunkeld,36672
4465,Dunkeld,36672
3630,Dunkirk,36672
2615,Dunlop,43726
3472,Dunluce,43726
4650,Dunmora,43726
4407,Dunmore,43726
2529,Dunmore,43726
6355,Dunn Rock,43726
3377,Dunneworthy,43726
4740,Dunnrock,43726
3352,Dunnstown,43726
3472,Dunolly,43726
2330,Dunolly,43726
2480,Dunoon,43726
7304,Dunorlan,43726
3312,Dunrobin,43726
4728,Dunrobin,43726
2321,Duns Creek,43726
6281,Dunsborough,43726
2849,Dunville Loop,72812
4183,Dunwich,72812
4077,Durack,42414
6743,Durack,42414
830,Durack,42414
4413,Durah,42414
2158,Dural,42414
2330,Dural,42414
2795,Duramana,42414
2487,Duranbah,42414
6393,Duranillin,42414
6532,Durawah,42414
3342,Durdidwarrah,42414
4454,Durham Downs,42414
3352,Durham Lead,42414
3576,Durham Ox,42414
2344,Duri,42414
2486,Duroby,42414
4610,Durong,42414
2622,Durran Durra,42414
2536,Durras North,42414
2259,Durren Durren,42414
3851,Dutson,42414
3851,Dutson Downs,42414
5356,Dutton,42414
5356,Dutton East,42414
4102,Dutton Park,40390
4821,Dutton River,40390
3305,Dutton Way,40390
2350,Duval,40390
3323,Duverney,40390
6308,Dwarda,40390
6213,Dwellingup,40390
2429,Dyers Crossing,40390
4626,Dykehead,40390
4492,Dynevor,40390
7005,Dynnyrne,40390
2470,Dyraaba,40390
2330,Dyrring,40390
4745,Dysart,40390
7030,Dysart,40390
6281,Eagle Bay,28523
4009,Eagle Farm,28523
4009,Eagle Farm Bc,28523
4271,Eagle Heights,28523
3878,Eagle Point,28523
2558,Eagle Vale,28523
4207,Eagleby,35576
4742,Eaglefield,35576
3556,Eaglehawk,35576
7179,Eaglehawk Neck,35576
3556,Eaglehawk North,35576
3084,Eaglemont,35576
2324,Eagleton,35576
3669,Earlston,35576
4870,Earlville,35576
4870,Earlville Bc,35576
2206,Earlwood,35576
2640,East Albury,35576
822,East Arm,27574
822,East Arnhem,49236
6290,East Augusta,43596
3875,East Bairnsdale,43596
6606,East Ballidu,43596
2478,East Ballina,43596
4883,East Barron,43596
3550,East Bendigo,38416
6304,East Beverley,38416
6535,East Bowes,38416
2576,East Bowral,38416
2335,East Branxton,38416
4169,East Brisbane,55485
6230,East Bunbury,55485
7321,East Cam,55485
6107,East Cannington,55485
6701,East Carnarvon,55485
6532,East Chapman,34903
4353,East Cooyar,34903
2471,East Coraki,34903
2518,East Corrimal,34903
4871,East Creek,34903
6608,East Damboring,34903
4570,East Deep Creek,34903
7310,East Devonport,34903
4695,East End,34903
4854,East Feluga,34903
6158,East Fremantle,34903
3219,East Geelong,59576
2250,East Gosford,31324
4359,East Greenmount,31324
2311,East Gresford,31324
4343,East Haldon,31324
2213,East Hills,31324
4860,East Innisfail,31324
4305,East Ipswich,31324
2627,East Jindabyne,31324
2576,East Kangaloon,31324
2440,East Kempsey,31324
2071,East Killara,31324
2758,East Kurrajong,31324
7250,East Launceston,31324
2070,East Lindfield,31324
2480,East Lismore,31324
2536,East Lynne,31324
6705,East Lyons River,31324
4740,East Mackay,31324
2323,East Maitland,31324
3002,East Melbourne,30889
8002,East Melbourne,30889
5558,East Moonta,41962
6450,East Munglinup,41962
6640,East Murchison,41962
6532,East Nabawa,41962
4615,East Nanango,41962
6275,East Nannup,41962
6355,East Newdegate,41962
4860,East Palmerston,30799
6892,East Perth,30799
6004,East Perth,30799
6308,East Pingelly,59990
820,East Point,59990
6309,East Popanyinning,59990
7321,East Ridgley,59990
6168,East Rockingham,59990
4861,East Russell,59990
2113,East Ryde,59990
3852,East Sale,59990
2324,East Seaham,59990
870,East Side,59990
2340,East Tamworth,59990
4350,East Toowoomba,59990
4871,East Trinity,59990
6101,East Victoria Park,59990
6981,East Victoria Park,59990
2650,East Wagga Wagga,59990
3678,East Wangaratta,59990
3799,East Warburton,59990
2477,East Wardell,59990
6370,East Wickepin,59990
6532,East Yuna,59990
6260,Eastbrook,59990
2766,Eastern Creek,50753
4305,Eastern Heights,50753
1311,Eastern Suburbs Mc,74322
1312,Eastern Suburbs Mc,74322
1313,Eastern Suburbs Mc,74322
1314,Eastern Suburbs Mc,74322
1315,Eastern Suburbs Mc,74322
1316,Eastern Suburbs Mc,74322
1317,Eastern Suburbs Mc,74322
1318,Eastern Suburbs Mc,74322
1319,Eastern Suburbs Mc,74322
1320,Eastern Suburbs Mc,74322
1321,Eastern Suburbs Mc,74322
1322,Eastern Suburbs Mc,74322
1323,Eastern Suburbs Mc,74322
1324,Eastern Suburbs Mc,74322
1325,Eastern Suburbs Mc,74322
1326,Eastern Suburbs Mc,74322
1327,Eastern Suburbs Mc,74322
1328,Eastern Suburbs Mc,74322
1329,Eastern Suburbs Mc,74322
1330,Eastern Suburbs Mc,74322
1331,Eastern Suburbs Mc,74322
1332,Eastern Suburbs Mc,74322
1333,Eastern Suburbs Mc,74322
1334,Eastern Suburbs Mc,74322
1391,Eastern Suburbs Mc,74322
2004,Eastern Suburbs Mc,74322
3231,Eastern View,74322
2036,Eastgardens,74322
2018,Eastlakes,74322
3463,Eastville,74322
3875,Eastwood,74322
5063,Eastwood,74322
2122,Eastwood,74322
6232,Eaton,74322
820,Eaton,74322
4860,Eaton,74322
4037,Eatons Hill,74322
2460,Eatonsville,74322
5320,Eba,74322
5680,Eba Anchorage,74322
4304,Ebbw Vale,74322
3691,Ebden,74322
5355,Ebenezer,74322
2756,Ebenezer,74322
4340,Ebenezer,74322
2453,Ebor,74322
2311,Eccleston,74322
3564,Echuca,74322
3564,Echuca South,74322
3564,Echuca Village,74322
3564,Echuca West,74322
5153,Echunga,74322
3265,Ecklin South,74322
2333,Edderton,74322
3472,Eddington,74322
7264,Eddystone,74322
2551,Eden,74322
2474,Eden Creek,74322
6054,Eden Hill,74322
5050,Eden Hills,74322
3757,Eden Park,74322
5235,Eden Valley,74322
3318,Edenhope,74322
4207,Edens Landing,74322
2176,Edensor Park,35577
2474,Edenville,35577
7321,Edgcumbe Beach,35577
4870,Edge Hill,35577
2027,Edgecliff,35577
3444,Edgecombe,35577
2390,Edgeroi,35577
6027,Edgewater,35577
2285,Edgeworth,35577
3678,Edi,35577
3678,Edi Upper,35577
5630,Edillilie,35577
5111,Edinburgh,35577
5113,Edinburgh North,35577
5111,Edinburgh Raaf,35577
852,Edith,35577
2787,Edith,35577
7330,Edith Creek,35577
5583,Edithburgh,35577
3196,Edithvale,35577
2174,Edmondson Park,35577
4869,Edmonton,35577
2551,Edrom,35577
4892,Edward River,35577
5039,Edwardstown,35577
2824,Eenaweena,35577
4562,Eerwah Vale,35577
3461,Eganstown,35577
6515,Eganu,35577
7256,Egg Lagoon,35577
7112,Eggs And Bacon Bay,35577
2795,Eglinton,35577
6034,Eglinton,35577
4344,Egypt,35577
4627,Eidsvold,35577
4627,Eidsvold East,35577
4627,Eidsvold West,35577
4807,Eight Mile Creek,35577
5291,Eight Mile Creek,35577
4113,Eight Mile Plains,36599
2460,Eighteen Mile,36599
6725,Eighty Mile Beach,36599
3713,Eildon,36599
4740,Eimeo,36599
4871,Einasleigh,36599
4855,El Arish,36599
6490,Elabbin,36599
6479,Elachbutting,36599
3334,Elaine,36599
4552,Elaman Creek,36599
2429,Elands,36599
4221,Elanora,36038
2101,Elanora Heights,36038
4370,Elbow Valley,36038
2404,Elcombe,36038
2335,Elderslie,36038
2570,Elderslie,36038
7030,Elderslie,36038
3746,Eldorado,36038
4670,Electra,36038
7054,Electrona,36038
2282,Eleebana,36038
2287,Elermore Vale,36038
3461,Elevated Plains,36038
6237,Elgin,36038
4721,Elgin,36038
4615,Elgin Vale,36038
4655,Eli Waters,36038
4516,Elimbah,36038
3266,Elingamite,36038
3266,Elingamite North,36038
5112,Elizabeth,36038
2011,Elizabeth Bay,36038
2428,Elizabeth Beach,36038
5113,Elizabeth Downs,36038
5112,Elizabeth East,36038
5112,Elizabeth Grove,36038
2171,Elizabeth Hills,36038
3921,Elizabeth Island,36038
5113,Elizabeth North,36038
5113,Elizabeth Park,36038
5112,Elizabeth South,36038
7304,Elizabeth Town,36038
5112,Elizabeth Vale,36038
5113,Elizabeth West Dc,36038
2325,Ellalong,36038
2460,Elland,36038
2470,Ellangowan,36038
4361,Ellangowan,36038
3875,Ellaswood,36038
6330,Elleker,36038
4078,Ellen Grove,39433
2446,Ellenborough,39433
6069,Ellenbrook,39433
7140,Ellendale,39433
6532,Ellendale,39433
4816,Ellerbeck,39433
2729,Ellerslie,39433
3265,Ellerslie,39433
2648,Ellerslie,39433
2337,Ellerston,39433
4610,Ellesmere,39433
3250,Elliminyt,39433
3821,Ellinbank,39433
4886,Ellinjaa,39433
4362,Ellinthorp,39433
4670,Elliott,39433
862,Elliott,39433
7325,Elliott,39433
4670,Elliott Heads,39433
4879,Ellis Beach,39433
2570,Ellis Lane,39433
5670,Elliston,39433
3469,Elmhurst,26733
3558,Elmore,26733
2831,Elong Elong,26733
4361,Elphinstone,26733
3448,Elphinstone,26733
4742,Elphinstone,26733
2325,Elrington,26733
822,Elrundie,26733
852,Elsey,26733
2360,Elsmore,26733
3185,Elsternwick,26733
2480,Eltham,26733
3095,Eltham,26733
3095,Eltham North,26733
2105,Elvina Bay,26733
5260,Elwomple,26733
3184,Elwood,26733
6062,Embleton,26733
3782,Emerald,26733
4720,Emerald,26733
2456,Emerald Beach,26733
2380,Emerald Hill,26733
2770,Emerton,26733
7255,Emita,26733
2371,Emmaville,26733
2257,Empire Bay,26733
2478,Empire Vale,26733
3475,Emu,26733
5223,Emu Bay,26733
4355,Emu Creek,26733
3551,Emu Creek,26733
5381,Emu Downs,26733
5453,Emu Flat,26733
6431,Emu Flat,26733
7320,Emu Heights,26733
2750,Emu Heights,26733
4710,Emu Park,26733
2750,Emu Plains,26733
6330,Emu Point,26733
2800,Emu Swamp,26733
4371,Emu Vale,26733
850,Emungalan,26733
5211,Encounter Bay,26733
3802,Endeavour Hills,26733
2622,Endrick,26733
6518,Eneabba,26733
5085,Enfield,26733
2136,Enfield,26733
3352,Enfield,26733
5085,Enfield Plaza,26733
2133,Enfield South,26733
2233,Engadine,26733
872,Engawala,26733
4306,England Creek,26733
3407,Englefield,26733
2560,Englorie Park,26733
2042,Enmore,26733
2350,Enmore,26733
2840,Enngonia,26733
6484,Ennuin,26733
3723,Enochs Point,26733
4051,Enoggera,50799
4520,Enoggera Reservoir,50799
3895,Ensay,50799
3895,Ensay North,50799
2620,Environa,50799
3551,Eppalock,50799
3076,Epping,50799
1710,Epping,50799
1712,Epping,50799
2121,Epping,50799
7211,Epping Forest,50799
4741,Epsom,50799
3551,Epsom,50799
6532,Eradu,50799
6532,Eradu South,50799
4740,Erakala,50799
2264,Eraring,50799
3352,Ercildoune,50799
2877,Eremerang,50799
3825,Erica,50799
2669,Erigolia,50799
2663,Erin Vale,50799
2250,Erina,50799
2250,Erina Fair,50799
2260,Erina Heights,50799
5066,Erindale,50799
2903,Erindale Centre,50799
5461,Erith,50799
872,Erldunda,50799
1700,Ermington,50799
2115,Ermington,50799
872,Ernabella,50799
4730,Ernestina,50799
4480,Eromanga,50799
2540,Erowal Bay,50799
7310,Erriba,50799
3889,Errinundra,50799
2791,Errowanbang,50799
6210,Erskine,50799
5422,Erskine,50799
2759,Erskine Park,50799
2043,Erskineville,50799
4875,Erub,50799
2850,Erudgere,50799
2558,Eschol Park,50799
4312,Esk,50799
2472,Esk,50799
4312,Eskdale,50799
3701,Eskdale,50799
4871,Esmeralda,50799
3730,Esmond,50799
6450,Esperance,50799
3040,Essendon,38172
3041,Essendon Fields,38172
3041,Essendon North,38172
3040,Essendon West,38172
2787,Essington,38172
2650,Estella,38172
5015,Ethelton,38172
6213,Etmilyn,29801
4702,Etna Creek,29801
4741,Eton,29801
2257,Ettalong Beach,29801
2640,Ettamogah,29801
2540,Ettrema,29801
2474,Ettrick,29801
5253,Ettrick,29801
4858,Etty Bay,29801
2877,Euabalong,29801
2877,Euabalong West,29801
4860,Eubenangee,29801
2650,Euberta,29801
2866,Euchareena,29801
6443,Eucla,29801
2628,Eucumbene,29801
4554,Eudlo,29801
5374,Eudunda,29801
7310,Eugenana,29801
2806,Eugowra,29801
4380,Eukey,29801
2390,Eulah Creek,29801
4674,Euleilah,29801
4491,Eulo,29801
4455,Eumamurrin,29801
3177,Eumemmerring,29801
4562,Eumundi,29801
2831,Eumungerie,29801
2650,Eunanoreenya,29801
2441,Eungai Creek,29801
2441,Eungai Rail,29801
4757,Eungella,29801
2484,Eungella,29801
4757,Eungella Dam,29801
4741,Eungella Hinterland,29801
3251,Eurack,29801
4854,Euramo,29801
6532,Eurardy,29801
4660,Eureka,29801
2480,Eureka,29801
3350,Eureka,29801
5431,Eurelia,29801
2867,Eurimbla,29801
4677,Eurimbula,29801
3666,Euroa,29801
3739,Eurobin,29801
2545,Eurobodalla,29801
2440,Euroka,31278
2700,Euroley,31278
5454,Euromina,31278
4581,Eurong,31278
2663,Eurongilly,31278
2850,Eurunderee,31278
2737,Euston,31278
4455,Euthulla,31278
822,Eva Valley,31278
7212,Evandale,31278
5069,Evandale,31278
2473,Evans Head,31278
4874,Evans Landing,31278
2795,Evans Plains,31278
3371,Evansford,31278
4356,Evanslea,31278
5116,Evanston,31278
5116,Evanston Gardens,31278
5116,Evanston Park,31278
5116,Evanston South,31278
2617,Evatt,45873
1430,Eveleigh,45873
2015,Eveleigh,45873
4888,Evelyn,45873
5461,Everard Central,45873
5035,Everard Park,45873
4352,Evergreen,45873
3377,Eversley,45873
3678,Everton,45873
4053,Everton Hills,45873
4053,Everton Park,41736
3678,Everton Upper,41736
2484,Eviron,41736
2469,Ewingar,41736
2481,Ewingsdale,41736
6317,Ewlyamartup,41736
2579,Exeter,41736
7275,Exeter,41736
5019,Exeter,41736
3338,Exford,41736
6707,Exmouth,41736
6707,Exmouth Gulf,41099
5950,Export Park,41099
7303,Exton,41099
3338,Eynesbury,41099
2904,Fadden,49311
2430,Failford,49311
3951,Fairbank,49311
6208,Fairbridge,49311
4606,Fairdale,49311
1860,Fairfield,41485
4103,Fairfield,41485
2165,Fairfield,41485
3078,Fairfield,41485
2165,Fairfield East,35238
4103,Fairfield Gardens,35238
2165,Fairfield Heights,35238
2165,Fairfield West,35238
3231,Fairhaven,35077
2871,Fairholme,35077
3579,Fairley,35077
2094,Fairlight,35077
4306,Fairney View,35077
5126,Fairview Park,35077
4700,Fairy Bower,35077
3875,Fairy Dell,35077
3561,Fairy Dell,35077
2470,Fairy Hill,35077
2519,Fairy Meadow,35077
4670,Fairymead,35077
2330,Falbrook,35077
6210,Falcon,35077
2365,Falconer,35077
3699,Falls Creek,35077
2540,Falls Creek,35077
7215,Falmouth,32208
5601,False Bay,32208
820,Fannie Bay,53929
2535,Far Meadow,53929
3451,Faraday,35899
2656,Fargunyah,35899
5733,Farina,35899
4741,Farleigh,35899
2320,Farley,35899
5607,Farm Beach,35899
2526,Farmborough Heights,35899
4703,Farnborough,35899
2820,Farnham,35899
4660,Farnsfield,35899
2484,Farrants Hill,35899
830,Farrar,35899
4481,Farrars Creek,35899
5416,Farrell Flat,35899
2607,Farrer,52444
2622,Farringdon,52444
4309,Fassifern,52444
2283,Fassifern,52444
4309,Fassifern Valley,52444
2776,Faulconbridge,52444
2422,Faulkland,52444
3714,Fawcett,52444
2474,Fawcetts Plain,52444
3060,Fawkner,52444
2480,Federal,52444
4568,Federal,52444
5070,Felixstow,52444
4358,Felton,52444
4358,Felton South,52444
4854,Feluga,52444
2283,Fennell Bay,52444
7140,Fentonbury,52444
3518,Fentons Creek,52444
3237,Ferguson,52444
6236,Ferguson,52444
2295,Fern Bay,52444
2330,Fern Gully,52444
3458,Fern Hill,52444
7054,Fern Tree,52444
2775,Fernances,52444
3864,Fernbank,52444
2444,Fernbank Creek,52444
2453,Fernbrook,52444
6148,Ferndale,52444
3821,Ferndale,52444
4650,Ferney,52444
2519,Fernhill,52444
3518,Fernihurst,52444
2479,Fernleigh,52444
2454,Fernmount,52444
3778,Fernshaw,52444
2480,Fernside,52444
3156,Ferntree Gully,52444
4306,Fernvale,52444
2484,Fernvale,52444
3786,Ferny Creek,52444
4275,Ferny Glen,52444
4055,Ferny Grove,42132
4055,Ferny Hills,42132
4055,Ferny Hills Dc,42132
2318,Ferodale,42132
5010,Ferryden Park,42132
6431,Feysville,42132
4606,Ficks Crossing,42132
2159,Fiddletown,42132
5265,Field,42132
4825,Fielding,42132
3518,Fiery Flat,42132
2875,Fifield,42132
4352,Fifteen Mile,42132
4069,Fig Tree Pocket,65794
2525,Figtree,65794
6432,Fimiston,65794
4756,Finch Hatton,65794
5023,Findon,65794
2474,Findon Creek,65794
2460,Fine Flower,65794
7214,Fingal,65794
3939,Fingal,65794
2315,Fingal Bay,65794
2487,Fingal Head,65794
872,Finke,65794
4873,Finlayvale,65794
2713,Finley,65794
4350,Finnie,65794
5255,Finniss,34138
822,Finniss Valley,34138
6722,Finucane,30999
2429,Firefly,30999
5070,Firle,30999
5502,Fischer,30999
3959,Fish Creek,30999
3585,Fish Point,30999
2611,Fisher,50163
4825,Fisher,50163
5354,Fisher,50163
5522,Fisherman Bay,50163
2316,Fishermans Bay,50163
2539,Fishermans Paradise,50163
4570,Fishermans Pocket,50163
2441,Fishermans Reach,50163
2421,Fishers Hill,50163
4871,Fishery Falls,50163
2283,Fishing Point,50163
3342,Fiskville,50163
6337,Fitzgerald,50163
7140,Fitzgerald,50163
5601,Fitzgerald Bay,50163
4860,Fitzgerald Creek,50163
6346,Fitzgerald River National Park,50163
2799,Fitzgeralds Mount,50163
2795,Fitzgeralds Valley,50163
4018,Fitzgibbon,50163
3065,Fitzroy,43338
5082,Fitzroy,43338
6765,Fitzroy Crossing,43338
2577,Fitzroy Falls,43338
4871,Fitzroy Island,43338
3068,Fitzroy North,43338
2046,Five Dock,43695
5238,Five Miles,43695
2873,Five Ways,43695
3875,Flaggy Creek,43695
3465,Flagstaff,43695
5159,Flagstaff Hill,43695
4344,Flagstone Creek,43695
4802,Flametree,43695
3851,Flamingo Beach,43695
2420,Flat Tops,43695
5153,Flaxley,43695
5235,Flaxman Valley,43695
4560,Flaxton,43695
822,Fleming,43695
3031,Flemington,43695
4381,Fletcher,43695
2287,Fletcher,43695
4714,Fletcher Creek,43695
4375,Fleurbaix,43695
3929,Flinders,31542
2529,Flinders,31542
5223,Flinders Chase,36834
8009,Flinders Lane,36834
5025,Flinders Park,36834
5042,Flinders University,32479
4305,Flinders View,32479
6302,Flint,32479
4422,Flinton,32479
7030,Flintstone,32479
3550,Flora Hill,32479
2280,Floraville,32479
6014,Floreat,32479
4819,Florence Bay,32479
7140,Florentine,32479
2615,Florey,43726
852,Florina,43726
7325,Flowerdale,43726
3717,Flowerdale,43726
7163,Flowerpot,43726
7270,Flowery Gully,43726
822,Fly Creek,43726
4860,Flying Fish Point,43726
4275,Flying Fox,43726
852,Flying Fox,43726
870,Flynn,43718
2615,Flynn,43718
3844,Flynn,43718
6302,Flynn,43718
2444,Flynns Beach,43718
3844,Flynns Creek,43718
3011,Footscray,43718
2871,Forbes,43718
3764,Forbes,43718
2621,Forbes Creek,31142
2446,Forbes River,31142
2422,Forbesdale,31142
7173,Forcett,31142
2914,Forde,31142
5373,Fords,31142
2840,Fords Bridge,31142
4343,Fordsdale,31142
2330,Fordwich,31142
4678,Foreshores,31142
7330,Forest,31142
4873,Forest Creek,31142
4556,Forest Glen,31142
2157,Forest Glen,31142
2795,Forest Grove,31142
6286,Forest Grove,31142
4342,Forest Hill,31142
6324,Forest Hill,31142
3131,Forest Hill,31142
2651,Forest Hill,31142
4078,Forest Lake,31142
2372,Forest Land,31142
2037,Forest Lodge,31142
5139,Forest Range,31142
2798,Forest Reefs,31142
4357,Forest Ridge,31142
4118,Forestdale,31142
7260,Forester,31142
4850,Foresthome,31142
4465,Forestvale,31142
2087,Forestville,31142
5035,Forestville,31142
3875,Forge Creek,31142
4404,Formartin,31142
2603,Forrest,77866
3236,Forrest,77866
6434,Forrest,77866
6271,Forrest Beach,77866
4850,Forrest Beach,77866
6359,Forrestania,77866
6112,Forrestdale,77866
2260,Forresters Beach,77866
6058,Forrestfield,77866
5233,Forreston,77866
4871,Forsayth,77866
2428,Forster,77866
5238,Forster,77866
2428,Forster Shopping Village,77866
6716,Fortescue,61853
7182,Fortescue,61853
7310,Forth,61853
7310,Forthside,61853
2460,Fortis Creek,61853
4006,Fortitude Valley,53176
4006,Fortitude Valley Bc,53176
4872,Forty Mile,53176
4871,Fossilbrook,53176
3960,Foster,53176
3960,Foster North,53176
2795,Fosters Valley,53176
2420,Fosterton,53176
3557,Fosterville,53176
5577,Foul Bay,53176
4740,Foulden,53176
5607,Fountain,53176
3805,Fountain Gate,53176
2258,Fountaindale,53176
2716,Four Corners,53176
2323,Four Mile Creek,53176
2800,Four Mile Creek,53176
7215,Four Mile Creek,53176
4824,Four Ways,53176
5690,Fowlers Bay,53176
2880,Fowlers Gap,53176
5272,Fox,53176
4800,Foxdale,53176
2534,Foxground,53176
3323,Foxhow,53176
5238,Frahns,53176
3265,Framlingham,53176
3265,Framlingham East,53176
5262,Frances,53176
6537,Francois Peron National Park,53176
4721,Frankfield,53176
7275,Frankford,53176
6396,Frankland River,53176
7113,Franklin,53176
2913,Franklin,53176
3461,Franklinford,31014
5421,Franklyn,31014
3199,Frankston,31014
3199,Frankston East,36112
3199,Frankston Heights,36112
3200,Frankston North,36112
3199,Frankston South,36112
5374,Frankton,36112
2615,Fraser,43719
4581,Fraser Island,31884
6443,Fraser Range,31884
5238,Frayville,31884
2259,Frazer Park,31884
2446,Frazers Creek,31884
4309,Frazerview,31884
4806,Fredericksfield,31884
2440,Frederickton,31884
822,Freds Pass,31884
3741,Freeburgh,31884
2464,Freeburn Island,31884
5372,Freeling,31884
2259,Freemans,31884
2756,Freemans Reach,31884
2323,Freemans Waterhole,31884
2795,Freemantle,31884
4370,Freestone,31884
6959,Fremantle,31884
6160,Fremantle,31884
3921,French Island,31884
2655,French Park,31884
4310,Frenches Creek,31884
6330,Frenchman Bay,31884
3384,Frenchmans,31884
1639,Frenchs Forest,31884
2086,Frenchs Forest,31884
1640,Frenchs Forest,31884
2086,Frenchs Forest East,31884
4701,Frenchville,31884
4870,Freshwater,31884
2096,Freshwater,31884
3217,Freshwater Creek,31884
4737,Freshwater Point,31884
5063,Frewville,31884
7215,Freycinet,31884
4855,Friday Pocket,31884
7215,Friendly Beaches,31884
2850,Frog Rock,31884
2586,Frogmore,31884
2550,Frogs Hollow,31884
3451,Fryerstown,31884
2630,Frying Pan,31884
5024,Fulham,31884
3851,Fulham,31884
4313,Fulham,31884
5024,Fulham Gardens,31884
5063,Fullarton,31884
2583,Fullerton,31884
2318,Fullerton Cove,31884
3825,Fumina,31884
3825,Fumina South,31884
5280,Furner,31884
6209,Furnissdale,31884
