Appliance,Brand,Model.No,Country,CEC,SRI,Star,Cap,,,,,,
Television,LG,60LM6450-TA,"""Korea, Republic of"",Indonesia",436,7.629106728,7,151.338,Screen Technology,LCD (LED),Screen area,9786.98,Average mode power,104
Television,KOGAN,KALED42XXXZA,China,416,5.002148049,5,106.729,Screen Technology,LCD (LED),Screen area,4867.7366,Average mode power,103.2
Television,SONIQ,L26V10A-AU,China,280,3.301048387,3,66.053,Screen Technology,LCD,Screen area,1863.833345,Average mode power,75.29
Television,KOGAN,KALCD42XXXZA,China,514,4.066024576,4,106.795,Screen Technology,LCD,Screen area,4882.5,Average mode power,126.6
Television,LG,42LM6400-TA,"""Korea, Republic of"",Indonesia",217,7.918602067,7,106.729,Screen Technology,LCD (LED),Screen area,4867.7366,Average mode power,53.8
Television,SONIQ,E16Z10A-AU,China,139,3.618578044,3.5,39.491,Screen Technology,LCD (LED),Screen area,666.2128435,Average mode power,36.99
Television,LG,42LM6690-TC,"""Korea, Republic of"",Indonesia",219,7.877487833,7,106.729,Screen Technology,LCD (LED),Screen area,4867.7366,Average mode power,49.9
Television,OKANO,LTV2600,China,291,3.12836285,3,66.053,Screen Technology,LCD,Screen area,1863.833345,Average mode power,78.69
Television,LG,47LM6690-TC,"""Korea, Republic of"",Indonesia",270,7.822199125,7,119.288,Screen Technology,LCD (LED),Screen area,6080.1656,Average mode power,61.2
Television,OKANO,LTV5500F,China,826,4.046113103,4,138.788,Screen Technology,LCD,Screen area,8231.328,Average mode power,225.04
Television,SHARP,LC-60LE640X,Malaysia,368,8.452354126,8,152.493,Screen Technology,LCD (LED),Screen area,9936.3516,Average mode power,99.24
Television,SONIQ,E32Z10A-AU,China,221,5.684092374,5.5,80.133,Screen Technology,LCD (LED),Screen area,2744.0136,Average mode power,59.57
Television,SHARP,LC-46LE840X,Malaysia,254,7.929636022,7,116.818,Screen Technology,LCD (LED),Screen area,5833.14,Average mode power,67.1
Television,SHARP,LC-52LE840X,Malaysia,296,8.243061861,8,132.174,Screen Technology,LCD (LED),Screen area,7464.96,Average mode power,78.8
Television,SHARP,LC-80LE940X,Malaysia,588,8.793466937,8,203.186,Screen Technology,LCD (LED),Screen area,17639.16,Average mode power,158.8
Television,LG,42CS460-TA,"""Korea, Republic of"",Indonesia",456,4.590719851,4.5,106.729,Screen Technology,LCD,Screen area,4867.7366,Average mode power,114.7
Television,LG,37LT360C-TA,"""Korea, Republic of"",Indonesia",205,7.091737009,7,92.719,Screen Technology,LCD (LED),Screen area,3673.6226,Average mode power,48.4
Television,LG,32LS3400-TA,"Indonesia,""Korea, Republic of""",170,6.850821851,6,80.043,Screen Technology,LCD,Screen area,2737.0771,Average mode power,39.9
Television,LG,42LS3400-TA,"""Korea, Republic of"",Indonesia",313,6.27703172,6,106.729,Screen Technology,LCD,Screen area,4867.7366,Average mode power,74.2
Television,LG,32LS5700-TB,Indonesia,180,6.603706001,6,80.133,Screen Technology,LCD (LED),Screen area,2744.0136,Average mode power,43.02
Television,LG,72LM9500-TA,"""Korea, Republic of"",Indonesia",919,5.89712176,5.5,183.052,Screen Technology,LCD (LED),Screen area,14318.715,Average mode power,213.2
Television,LG,42PM4700-TA,"""Korea, Republic of""",322,6.086809026,6,105.828,Screen Technology,Plasma,Screen area,4789.79,Average mode power,80.8
Television,WINTAL,13LED12HD,"Australia,China",57,6.972345313,6,33.661,Screen Technology,LCD (LED),Screen area,484.11,Average mode power,14.74
Television,SONIQ,L32V12A-AU,China,352,3.589495621,3.5,80.039,Screen Technology,LCD,Screen area,2737.3824,Average mode power,95.3
Television,Panasonic,TH-L47WT50Z,Malaysia,309,7.220102649,7,119.324,Screen Technology,LCD (LED),Screen area,6084,Average mode power,84
Television,KOGAN,KALED42XXXZA,China,278,6.808316806,6,106.731,Screen Technology,LCD (LED),Screen area,4867.573824,Average mode power,68.62
Television,LG,84LM9600-TA,"""Korea, Republic of"",Indonesia",1180,6.098437172,6,213.462,Screen Technology,LCD (LED),Screen area,19470.1325,Average mode power,290.6
Television,VISION,VS32LEDDVDPZ1,China,322,4.015498368,4,80.327,Screen Technology,LCD (LED),Screen area,2758,Average mode power,87.42
Television,SONIQ,E24Z10A-AU,China,134,5.975442179,5.5,59.809,Screen Technology,LCD (LED),Screen area,1528.497216,Average mode power,35.77
Television,SONIQ,P51E12A-AU,China,652,4.475460183,4,128.808,Screen Technology,Plasma,Screen area,7058.7475,Average mode power,177.8
Television,SHARP,LC-60LE940X,Malaysia,331,8.929150242,8,152.504,Screen Technology,LCD (LED),Screen area,9940.92,Average mode power,88.4
Television,LG,47LM8600-TA,"""Korea, Republic of""",320,7.060810163,7,119.288,Screen Technology,LCD (LED),Screen area,6080.1656,Average mode power,75.78
Television,LG,42LS5700-TB,Indonesia,225,7.756360996,7,106.729,Screen Technology,LCD (LED),Screen area,4867.7366,Average mode power,53.4
Television,LG,47LS5700-TB,Indonesia,285,7.579901192,7,119.288,Screen Technology,LCD (LED),Screen area,6080.1656,Average mode power,67.44
Television,LG,M2431D,"""Korea, Republic of"",Indonesia",94,7.565394717,7,59.827,Screen Technology,LCD (LED),Screen area,1529.038,Average mode power,22.3
Television,LG,47LT650H-TA,"""Korea, Republic of"",Indonesia",285,7.579901192,7,119.288,Screen Technology,LCD (LED),Screen area,6080.1656,Average mode power,67.73
Television,LG,60LM9600-TA,"""Korea, Republic of"",Indonesia",457,7.418295583,7,151.338,Screen Technology,LCD (LED),Screen area,9786.98,Average mode power,108.7
Television,VOXSON,VLED32-2,China,228,5.53531356,5.5,80.043,Screen Technology,LCD (LED),Screen area,2737.0771,Average mode power,61.83
Television,KOGAN,KALED503DSA,China,461,5.847770369,5.5,125.725,Screen Technology,LCD (LED),Screen area,6751.36,Average mode power,114.2
Television,SONIQ,L16V10B-AU,China,191,2.194384994,2,39.491,Screen Technology,LCD,Screen area,666.2128435,Average mode power,51.1
Television,LG,M2232D,"""Korea, Republic of"",Indonesia",92,7.119504058,7,54.625,Screen Technology,LCD (LED),Screen area,1274.9958,Average mode power,22.7
Television,LG,50PM6900-TE,"""Korea, Republic of""",500,5.565531689,5.5,126.955,Screen Technology,Plasma,Screen area,6888.4464,Average mode power,127.9
Television,LG,47LT640H-TA,"""Korea, Republic of"",Indonesia",290,7.501961486,7,119.288,Screen Technology,LCD (LED),Screen area,6080.1656,Average mode power,66
Television,LG,M2631D,"Indonesia,""Korea, Republic of""",106,7.654132731,7,66.055,Screen Technology,LCD (LED),Screen area,1863.8646,Average mode power,25.1
Television,LG,26CS460-TA,Indonesia,225,4.281141203,4,66.055,Screen Technology,LCD,Screen area,1863.8646,Average mode power,55.9
Television,LG,22CS460-TA,Indonesia,133,5.482205423,5,54.768,Screen Technology,LCD,Screen area,1281.3416,Average mode power,31.4
Television,Panasonic,TH-L55ET5Z,Malaysia,371,7.631338918,7,138.798,Screen Technology,LCD (LED),Screen area,8228,Average mode power,101
Television,VOXSON,VLED46CP,China,424,5.631657616,5.5,116.812,Screen Technology,LCD (LED),Screen area,5830.6587,Average mode power,115.3
Television,VISION,VS24LEDD,China,81.9,8.181828186,8,59.809,Screen Technology,LCD (LED),Screen area,1528.497216,Average mode power,21.9
Television,VISION,YP24H01,China,81.9,8.181828186,8,59.809,Screen Technology,LCD (LED),Screen area,1528.497216,Average mode power,21.9
Television,VISION,YP24C01,China,81.9,8.181828186,8,59.809,Screen Technology,LCD (LED),Screen area,1528.497216,Average mode power,21.9
Television,VISION,YP24B01,China,81.9,8.181828186,8,59.809,Screen Technology,LCD (LED),Screen area,1528.497216,Average mode power,21.9
Television,VISION,YP24A01,China,81.9,8.181828186,8,59.809,Screen Technology,LCD (LED),Screen area,1528.497216,Average mode power,21.9
Television,VISION,VS24LEDD3,China,81.9,8.181828186,8,59.809,Screen Technology,LCD (LED),Screen area,1528.497216,Average mode power,21.9
Television,VISION,VS24LEDD2,China,81.9,8.181828186,8,59.809,Screen Technology,LCD (LED),Screen area,1528.497216,Average mode power,21.9
Television,VISION,VS24LEDD1,China,81.9,8.181828186,8,59.809,Screen Technology,LCD (LED),Screen area,1528.497216,Average mode power,21.9
Television,VOXSON,VLED40CP,China,348,5.862238629,5.5,106.637,Screen Technology,LCD (LED),Screen area,4943.0771,Average mode power,94.5
Television,VISION,VS40LEDD,China,304,6.024739188,6,101.609,Screen Technology,LCD (LED),Screen area,4411.6164,Average mode power,82.9
Television,VISION,YP40H01,China,304,6.024739188,6,101.609,Screen Technology,LCD (LED),Screen area,4411.6164,Average mode power,82.9
Television,VISION,YP40C01,China,304,6.024739188,6,101.609,Screen Technology,LCD (LED),Screen area,4411.6164,Average mode power,82.9
Television,VISION,YP40B01,China,304,6.024739188,6,101.609,Screen Technology,LCD (LED),Screen area,4411.6164,Average mode power,82.9
Television,VISION,YP40A01,China,304,6.024739188,6,101.609,Screen Technology,LCD (LED),Screen area,4411.6164,Average mode power,82.9
Television,VISION,VS40LEDD3,China,304,6.024739188,6,101.609,Screen Technology,LCD (LED),Screen area,4411.6164,Average mode power,82.9
Television,VISION,VS40LEDD2,China,304,6.024739188,6,101.609,Screen Technology,LCD (LED),Screen area,4411.6164,Average mode power,82.9
Television,VISION,VS40LEDD1,China,304,6.024739188,6,101.609,Screen Technology,LCD (LED),Screen area,4411.6164,Average mode power,82.9
Television,LG,37LT650H-TA,"Indonesia,""Korea, Republic of""",200,7.20239498,7,92.719,Screen Technology,LCD (LED),Screen area,3673.6226,Average mode power,47.42
Television,LG,42LT650H-TA,"""Korea, Republic of"",Indonesia",258,7.143037502,7,106.729,Screen Technology,LCD (LED),Screen area,4867.7366,Average mode power,61.1
Television,LG,32LT650H-TA,"Indonesia,""Korea, Republic of""",130,8.053025477,8,80.043,Screen Technology,LCD (LED),Screen area,2737.0771,Average mode power,31.5
Television,LG,26LT650H-TA,"Indonesia,""Korea, Republic of""",135,6.572377878,6,66.065,Screen Technology,LCD (LED),Screen area,1865.0162,Average mode power,30.4
Television,VISION,VS32LEDD3,China,204.8,6.024803138,6,80.131,Screen Technology,LCD (LED),Screen area,2743.6644,Average mode power,55.7
Television,VISION,YP32H01,China,204.8,6.024803138,6,80.131,Screen Technology,LCD (LED),Screen area,2743.6644,Average mode power,55.7
Television,VISION,YP32C01,China,204.8,6.024803138,6,80.131,Screen Technology,LCD (LED),Screen area,2743.6644,Average mode power,55.7
Television,VISION,YP32B01,China,204.8,6.024803138,6,80.131,Screen Technology,LCD (LED),Screen area,2743.6644,Average mode power,55.7
Television,VISION,YP32A01,China,204.8,6.024803138,6,80.131,Screen Technology,LCD (LED),Screen area,2743.6644,Average mode power,55.7
Television,VISION,VS32LEDD2,China,204.8,6.024803138,6,80.131,Screen Technology,LCD (LED),Screen area,2743.6644,Average mode power,55.7
Television,VISION,VS32LEDD1,China,204.8,6.024803138,6,80.131,Screen Technology,LCD (LED),Screen area,2743.6644,Average mode power,55.7
Television,VISION,VS32LEDD,China,204.8,6.024803138,6,80.131,Screen Technology,LCD (LED),Screen area,2743.6644,Average mode power,55.7
Television,VISION,VS26LEDD,China,173.2,5.457870118,5,66.087,Screen Technology,LCD (LED),Screen area,1866.24,Average mode power,47
Television,VISION,YP26H01,China,173.2,5.457870118,5,66.087,Screen Technology,LCD (LED),Screen area,1866.24,Average mode power,47
Television,VISION,YP26C01,China,173.2,5.457870118,5,66.087,Screen Technology,LCD (LED),Screen area,1866.24,Average mode power,47
Television,VISION,YP26B01,China,173.2,5.457870118,5,66.087,Screen Technology,LCD (LED),Screen area,1866.24,Average mode power,47
Television,VISION,YP26A01,China,173.2,5.457870118,5,66.087,Screen Technology,LCD (LED),Screen area,1866.24,Average mode power,47
Television,VISION,VS26LEDD3,China,173.2,5.457870118,5,66.087,Screen Technology,LCD (LED),Screen area,1866.24,Average mode power,47
Television,VISION,VS26LEDD2,China,173.2,5.457870118,5,66.087,Screen Technology,LCD (LED),Screen area,1866.24,Average mode power,47
Television,VISION,VS26LEDD1,China,173.2,5.457870118,5,66.087,Screen Technology,LCD (LED),Screen area,1866.24,Average mode power,47
Television,VOXSON,VLED32-3,China,151,7.38195349,7,80.043,Screen Technology,LCD (LED),Screen area,2737.0771,Average mode power,40.8
Television,VISION,VS19LEDD,China,93.4,6.230265961,6,47.013,Screen Technology,LCD (LED),Screen area,944.1792,Average mode power,25
Television,VISION,YP19H01,China,93.4,6.230265961,6,47.013,Screen Technology,LCD (LED),Screen area,944.1792,Average mode power,25
Television,VISION,YP19C01,China,93.4,6.230265961,6,47.013,Screen Technology,LCD (LED),Screen area,944.1792,Average mode power,25
Television,VISION,YP19B01,China,93.4,6.230265961,6,47.013,Screen Technology,LCD (LED),Screen area,944.1792,Average mode power,25
Television,VISION,YP19A01,China,93.4,6.230265961,6,47.013,Screen Technology,LCD (LED),Screen area,944.1792,Average mode power,25
Television,VISION,VS19LEDD3,China,93.4,6.230265961,6,47.013,Screen Technology,LCD (LED),Screen area,944.1792,Average mode power,25
Television,VISION,VS19LEDD2,China,93.4,6.230265961,6,47.013,Screen Technology,LCD (LED),Screen area,944.1792,Average mode power,25
Television,VISION,VS19LEDD1,China,93.4,6.230265961,6,47.013,Screen Technology,LCD (LED),Screen area,944.1792,Average mode power,25
Television,VISION,VS42LED3,China,273,6.889651527,6,106.731,Screen Technology,LCD (LED),Screen area,4867.573824,Average mode power,74.4
Television,VISION,YP42H01,China,273,6.889651527,6,106.731,Screen Technology,LCD (LED),Screen area,4867.573824,Average mode power,74.4
Television,VISION,YP42C01,China,273,6.889651527,6,106.731,Screen Technology,LCD (LED),Screen area,4867.573824,Average mode power,74.4
Television,VISION,YP42B01,China,273,6.889651527,6,106.731,Screen Technology,LCD (LED),Screen area,4867.573824,Average mode power,74.4
Television,VISION,YP42A01,China,273,6.889651527,6,106.731,Screen Technology,LCD (LED),Screen area,4867.573824,Average mode power,74.4
Television,VISION,VS42LEDD,China,273,6.889651527,6,106.731,Screen Technology,LCD (LED),Screen area,4867.573824,Average mode power,74.4
Television,VISION,VS42LED2,China,273,6.889651527,6,106.731,Screen Technology,LCD (LED),Screen area,4867.573824,Average mode power,74.4
Television,VISION,VS42LED1,China,273,6.889651527,6,106.731,Screen Technology,LCD (LED),Screen area,4867.573824,Average mode power,74.4
Television,VISION,VS22LEDD,China,99.7,6.765929713,6,54.687,Screen Technology,LCD (LED),Screen area,1277.919504,Average mode power,26.7
Television,VISION,YP22H01,China,99.7,6.765929713,6,54.687,Screen Technology,LCD (LED),Screen area,1277.919504,Average mode power,26.7
Television,VISION,YP22C01,China,99.7,6.765929713,6,54.687,Screen Technology,LCD (LED),Screen area,1277.919504,Average mode power,26.7
Television,VISION,YP22B01,China,99.7,6.765929713,6,54.687,Screen Technology,LCD (LED),Screen area,1277.919504,Average mode power,26.7
Television,VISION,YP22A01,China,99.7,6.765929713,6,54.687,Screen Technology,LCD (LED),Screen area,1277.919504,Average mode power,26.7
Television,VISION,VS22LEDD3,China,99.7,6.765929713,6,54.687,Screen Technology,LCD (LED),Screen area,1277.919504,Average mode power,26.7
Television,VISION,VS22LEDD2,China,99.7,6.765929713,6,54.687,Screen Technology,LCD (LED),Screen area,1277.919504,Average mode power,26.7
Television,VISION,VS22LEDD1,China,99.7,6.765929713,6,54.687,Screen Technology,LCD (LED),Screen area,1277.919504,Average mode power,26.7
Television,LG,55LM7600-TA,"""Korea, Republic of"",Indonesia",306,8.495599647,8,138.783,Screen Technology,LCD (LED),Screen area,8230.1184,Average mode power,72.7
Television,DORA,LD156MSA6,China,55,7.801238505,7,39.717,Screen Technology,LCD,Screen area,674.7,Average mode power,14.3
Television,DORA,DECE1111B,China,55,7.801238505,7,39.717,Screen Technology,LCD,Screen area,674.7,Average mode power,14.3
Television,VEON,VN3059LCD-F8,China,278,4.646757814,4.5,80.043,Screen Technology,LCD,Screen area,2737.0771,Average mode power,75.52
Television,LG,42LM7600-TA,Indonesia,245,7.374733081,7,106.729,Screen Technology,LCD (LED),Screen area,4867.7366,Average mode power,55.92
Television,LG,55LS5700-TB,Indonesia,390,7.408579047,7,138.783,Screen Technology,LCD (LED),Screen area,8230.1184,Average mode power,88.86
Television,LG,32CS460-TA,Indonesia,304,4.246089333,4,80.043,Screen Technology,LCD,Screen area,2737.0771,Average mode power,72.8
Television,LG,65LM6200-TA,"""Korea, Republic of"",Indonesia",660,6.4410767,6,163.897,Screen Technology,LCD (LED),Screen area,11477.9975,Average mode power,156.7
Television,VISION,VS22LEDDVDP3,China,109,6.35510666,6,54.539,Screen Technology,LCD (LED),Screen area,1273,Average mode power,29.08
Television,Panasonic,TH-L32B6Z,Malaysia,141,7.584977834,7,78.301,Screen Technology,LCD (LED),Screen area,2658.1998,Average mode power,38
Television,LG,26LS3500-TB,Indonesia,136,6.537292069,6,66.055,Screen Technology,LCD,Screen area,1863.8646,Average mode power,32.4
Television,LG,22LS3500-TB,Indonesia,83,7.595233192,7,54.768,Screen Technology,LCD,Screen area,1281.3416,Average mode power,18.6
Television,VEON,VN37A3LED,China,179,7.794599002,7,93.934,Screen Technology,LCD (LED),Screen area,3767.4,Average mode power,48.5
Television,VISION,VS24LEDDVDP3,China,117,6.583417916,6,59.809,Screen Technology,LCD (LED),Screen area,1528.497216,Average mode power,31.12
Television,VISION,2.40E+02,China,117,6.583417916,6,59.809,Screen Technology,LCD (LED),Screen area,1528.497216,Average mode power,31.12
Television,Panasonic,TH-P60ST60Z,Thailand,630,6.048050876,6,152.591,Screen Technology,Plasma,Screen area,9948.4,Average mode power,172
Television,Panasonic,TH-L50DT60Z,"Malaysia,China,Japan",271,8.230550567,8,125.727,Screen Technology,LCD (LED),Screen area,6754.5112,Average mode power,73.5
Television,Panasonic,TH-P65ST60Z,Thailand,729,6.024830351,6,164.499,Screen Technology,Plasma,Screen area,11558.04,Average mode power,199
Television,TRANSONIC,TC46D6LCD,China,568,4.32304669,4,116.818,Screen Technology,LCD,Screen area,5833.14,Average mode power,155
Television,VEON,VN46D1LCD,China,568,4.32304669,4,116.818,Screen Technology,LCD,Screen area,5833.14,Average mode power,155
Television,VISION,VS32LEDDVDP2,China,248,5.185699334,5,80.327,Screen Technology,LCD (LED),Screen area,2758,Average mode power,67.16
Television,Panasonic,TH-P60UT50Z,Thailand,661,5.832790251,5.5,152.591,Screen Technology,Plasma,Screen area,9948.4,Average mode power,180
Television,Panasonic,TH-P65VT50Z,Thailand,815,5.525087559,5.5,164.499,Screen Technology,Plasma,Screen area,11558.04,Average mode power,222
Television,LG,42LT360C-TA,"""Korea, Republic of"",Indonesia",240,7.467136769,7,106.729,Screen Technology,LCD (LED),Screen area,4867.7366,Average mode power,58.8
Television,LG,32LT360C-TA,"""Korea, Republic of"",Indonesia",125,8.22878997,8,80.043,Screen Technology,LCD (LED),Screen area,2737.0771,Average mode power,29.9
Television,LG,32LM3400-TB,"""Korea, Republic of"",Indonesia",170,6.850821851,6,80.043,Screen Technology,LCD (LED),Screen area,2737.0771,Average mode power,40.7
Television,LG,26LT360C-TA,"""Korea, Republic of"",Indonesia",140,6.409399186,6,66.065,Screen Technology,LCD (LED),Screen area,1865.0162,Average mode power,31.5
Television,LG,42LM3400-TB,"""Korea, Republic of"",Indonesia",318,6.206009312,6,106.729,Screen Technology,LCD (LED),Screen area,4867.7366,Average mode power,77.6
Television,LG,32LM6690-TC,"""Korea, Republic of"",Indonesia",180,6.603706001,6,80.133,Screen Technology,LCD (LED),Screen area,2744.0136,Average mode power,41.6
Television,LG,55LM8600-TA,"""Korea, Republic of"",Indonesia",360,7.767284047,7,138.783,Screen Technology,LCD (LED),Screen area,8230.1184,Average mode power,85.2
Television,LG,55LM6700-TA,"""Korea, Republic of"",Indonesia",280,8.893529582,8,138.783,Screen Technology,LCD (LED),Screen area,8230.1184,Average mode power,67.8
Television,LG,50PM4700-TA,"""Korea, Republic of""",443,6.107955289,6,126.955,Screen Technology,Plasma,Screen area,6888.4464,Average mode power,113.5
Television,LG,50PM6700-TD,"""Korea, Republic of""",500,5.565531689,5.5,126.955,Screen Technology,Plasma,Screen area,6888.4464,Average mode power,127.9
Television,LG,42LS4600-TA,"""Korea, Republic of"",Indonesia",222,7.81651519,7,106.729,Screen Technology,LCD (LED),Screen area,4867.7366,Average mode power,50.4
Television,LG,47LM6200-TA,"""Korea, Republic of"",Indonesia",285,7.579901192,7,119.288,Screen Technology,LCD (LED),Screen area,6080.1656,Average mode power,67.56
Television,LG,42LM6200-TA,"""Korea, Republic of"",Indonesia",230,7.657864282,7,106.729,Screen Technology,LCD (LED),Screen area,4867.7366,Average mode power,53.64
Television,LG,32LS4600-TA,"""Korea, Republic of"",Indonesia",180,6.603706001,6,80.133,Screen Technology,LCD (LED),Screen area,2744.0136,Average mode power,42.72
Television,LG,42PA4500-TF,"""Korea, Republic of""",322,6.086809026,6,105.828,Screen Technology,Plasma,Screen area,4789.79,Average mode power,80
Television,LG,50PA4500-TF,"""Korea, Republic of""",443,6.107955289,6,126.955,Screen Technology,Plasma,Screen area,6888.4464,Average mode power,115.1
Television,LG,50PA6500-TF,"""Korea, Republic of""",500,5.565531689,5.5,126.955,Screen Technology,Plasma,Screen area,6888.4464,Average mode power,127.2
Television,LG,60PA6500-TF,"""Korea, Republic of""",695,5.580301702,5.5,152.069,Screen Technology,Plasma,Screen area,9882.7621,Average mode power,174.6
Television,LG,37LK455H-TA,"""Korea, Republic of""",405,4.144747822,4,94.013,Screen Technology,LCD,Screen area,3776.6146,Average mode power,100.5
Television,LG,42LM5800-TC,Indonesia,227,7.716702152,7,106.729,Screen Technology,LCD (LED),Screen area,4867.7366,Average mode power,51.54
Television,TEAC,LEDV2215FV,China,113,6.204405704,6,54.683,Screen Technology,LCD (LED),Screen area,1277.7646,Average mode power,30.13
Television,FIRETAIL,LE-2230DVD,China,138,5.309073773,5,54.687,Screen Technology,LCD (LED),Screen area,1277.919504,Average mode power,36.06
Television,FIRETAIL,LE-2230,China,138,5.309073773,5,54.687,Screen Technology,LCD (LED),Screen area,1277.919504,Average mode power,35.89
Television,Thomson,L24D,China,184,4.550444234,4.5,59.774,Screen Technology,LCD,Screen area,1526.53,Average mode power,49.9
Television,Thomson,LL22D,China,94,7.030752856,7,54.713,Screen Technology,LCD (LED),Screen area,1278.36,Average mode power,24.9
Television,Thomson,LL19D,China,80,6.921064578,6,47.011,Screen Technology,LCD (LED),Screen area,943,Average mode power,21.3
Television,LG,47LK457C-TA,"""Korea, Republic of"",Indonesia",610,4.169675924,4,119.288,Screen Technology,LCD,Screen area,6080.1656,Average mode power,151.6
Television,LG,60PA6500-TM,"""Korea, Republic of""",695,5.580301702,5.5,152.069,Screen Technology,Plasma,Screen area,9882.7621,Average mode power,174.6
Television,LG,42PA4500-TM,"""Korea, Republic of""",322,6.086809026,6,105.828,Screen Technology,Plasma,Screen area,4789.79,Average mode power,80
Television,LG,50PA4500-TM,"""Korea, Republic of""",443,6.107955289,6,126.955,Screen Technology,Plasma,Screen area,6888.4464,Average mode power,115.1
Television,LG,50PA6500-TM,"""Korea, Republic of""",500,5.565531689,5.5,126.955,Screen Technology,Plasma,Screen area,6888.4464,Average mode power,127.2
Television,LG,32LM6400-TA,"""Korea, Republic of"",Indonesia",172,6.807441999,6,80.133,Screen Technology,LCD (LED),Screen area,2744.0136,Average mode power,41.1
Television,LG,47LM6400-TA,"""Korea, Republic of"",Indonesia",266,7.889087234,7,119.288,Screen Technology,LCD (LED),Screen area,6080.1656,Average mode power,63.8
Television,LG,22LT360C-TA,"""Korea, Republic of"",Indonesia",87,7.384303902,7,54.768,Screen Technology,LCD (LED),Screen area,1281.3416,Average mode power,19.5
Television,LG,42LK457C-TA,"""Korea, Republic of"",Indonesia",410,5.067254572,5,106.729,Screen Technology,LCD,Screen area,4867.7366,Average mode power,102.6
Television,TEAC,LEDV1915FV,China,91,6.346925567,6,47.013,Screen Technology,LCD (LED),Screen area,944.1792,Average mode power,24.2
Television,TEAC,LED1901FV,China,79,6.980650598,6,47.013,Screen Technology,LCD (LED),Screen area,944.1792,Average mode power,20.7
Television,VEON,VN3257LCD,China,320,4.013492619,4,80.028,Screen Technology,LCD (LED),Screen area,2734.984,Average mode power,86.8
Television,LG,32LM6200-TA,"""Korea, Republic of"",Indonesia",180,6.603706001,6,80.133,Screen Technology,LCD (LED),Screen area,2744.0136,Average mode power,42.6
Television,LG,47LS4600-TA,"""Korea, Republic of"",Indonesia",280,7.659220432,7,119.288,Screen Technology,LCD (LED),Screen area,6080.1656,Average mode power,63.96
Television,LG,32LS3500-TB,"""Korea, Republic of"",Indonesia",149,7.441706644,7,80.043,Screen Technology,LCD,Screen area,2737.0771,Average mode power,35.1
Television,LG,60PM6700-TD,"""Korea, Republic of""",695,5.580301702,5.5,152.069,Screen Technology,Plasma,Screen area,9882.7621,Average mode power,177.3
Television,LG,55LM9600-TA,"""Korea, Republic of""",500,6.295119313,6,138.783,Screen Technology,LCD (LED),Screen area,8230.1184,Average mode power,118.9
Television,LG,47LM7600-TA,"""Korea, Republic of"",Indonesia",270,7.822199125,7,119.288,Screen Technology,LCD (LED),Screen area,6080.1656,Average mode power,61.4
Television,LG,47LM6700-TA,"""Korea, Republic of"",Indonesia",275,7.739968926,7,119.288,Screen Technology,LCD (LED),Screen area,6080.1656,Average mode power,61.2
Television,LG,42LM6700-TA,"""Korea, Republic of"",Indonesia",226,7.736487704,7,106.729,Screen Technology,LCD (LED),Screen area,4867.7366,Average mode power,55.5
Television,Panasonic,TH-L47WT60Z,Malaysia,310,7.20314955,7,119.287,Screen Technology,LCD (LED),Screen area,6080.256576,Average mode power,80.4
Television,LG,M2752D,"""Korea, Republic of"",Indonesia",126,7.129189349,7,68.599,Screen Technology,LCD (LED),Screen area,2010.7377,Average mode power,29.8
Television,LG,42LS3450-TA,"""Korea, Republic of"",Indonesia",222,7.81651519,7,106.729,Screen Technology,LCD (LED),Screen area,4867.7366,Average mode power,53.52
Television,LG,M2452D,"""Korea, Republic of"",Indonesia",104,7.230035821,7,60.969,Screen Technology,LCD (LED),Screen area,1588.3546,Average mode power,23.5
Television,LG,M2252D,"""Korea, Republic of"",Indonesia",112,6.237962588,6,54.625,Screen Technology,LCD (LED),Screen area,1274.9958,Average mode power,25.3
Television,LG,32LS3450-TA,"""Korea, Republic of"",Indonesia",138,7.785398498,7,80.043,Screen Technology,LCD (LED),Screen area,2737.0771,Average mode power,32.7
Television,LG,37LT640H-TA,"""Korea, Republic of"",Indonesia",200,7.20239498,7,92.719,Screen Technology,LCD (LED),Screen area,3673.6226,Average mode power,47.42
Television,LG,32LK457C-TA,"""Korea, Republic of"",Indonesia",290,4.457373854,4,80.043,Screen Technology,LCD,Screen area,2737.0771,Average mode power,72.28
Television,LG,32LT640H-TA,"""Korea, Republic of"",Indonesia",130,8.053025477,8,80.043,Screen Technology,LCD (LED),Screen area,2737.0771,Average mode power,31.5
Television,LG,55LM6410-TB,"""Korea, Republic of"",Indonesia",280,8.893529582,8,138.783,Screen Technology,LCD (LED),Screen area,8230.1184,Average mode power,67.8
Television,LG,47LM6410-TB,"""Korea, Republic of"",Indonesia",266,7.889087234,7,119.288,Screen Technology,LCD (LED),Screen area,6080.1656,Average mode power,63.8
Television,LG,42LT640H-TA,"""Korea, Republic of"",Indonesia",258,7.143037502,7,106.729,Screen Technology,LCD (LED),Screen area,4867.7366,Average mode power,61.1
Television,LG,42LM6410-TB,"""Korea, Republic of"",Indonesia",217,7.918602067,7,106.729,Screen Technology,LCD (LED),Screen area,4867.7366,Average mode power,53.8
Television,LG,26LT640H-TA,"""Korea, Republic of"",Indonesia",135,6.572377878,6,66.065,Screen Technology,LCD (LED),Screen area,1865.0162,Average mode power,30.4
Television,Panasonic,TH-P65VT60Z,Thailand,813,5.536098425,5.5,164.499,Screen Technology,Plasma,Screen area,11558.04,Average mode power,222
